,WB_100bs_40Epoch_1.00e-01lr_0.000e+00lamb,WB_100bs_40Epoch_1.00e-03lr_0.000e+00lamb,WB_100bs_40Epoch_1.00e-03lr_1.000e-01lamb,WB_100bs_40Epoch_1.00e-03lr_1.000e+00lamb
0,0.2836,0.3901,0.3902,0.3897
