,central_w1,central_b1,central_w2,central_b2,forward_b1,forward_w1,forward_w2,forward_b2
0,3.243e-01,8.150e-02,5.136e-01,2.556e-02,1.098e-01,3.643e-01,5.456e-01,2.556e-02
